FL_DATE,UNIQUE_CARRIER,CARRIER,FL_NUM,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEP_TIME,DEP_DELAY,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,AIR_TIME,DISTANCE
08/01/16,AA,AA,1356,DFW,"Dallas/Fort Worth, TX",TX,AUS,"Austin, TX",TX,941,58,1031,52,0,,34,190
08/01/16,AA,AA,1357,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,731,1,1109,-21,0,,190,1598
08/01/16,AA,AA,1357,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,1220,-5,1611,-18,0,,201,1598
08/01/16,AA,AA,1358,ORD,"Chicago, IL",IL,LAX,"Los Angeles, CA",CA,1521,6,1746,5,0,,224,1744
08/01/16,AA,AA,1430,DFW,"Dallas/Fort Worth, TX",TX,BOS,"Boston, MA",MA,1257,17,1729,3,0,,186,1562
08/01/16,AA,AA,1431,DEN,"Denver, CO",CO,PHX,"Phoenix, AZ",AZ,748,-9,906,2,0,,86,602
08/01/16,AA,AA,1431,PHX,"Phoenix, AZ",AZ,SEA,"Seattle, WA",WA,,,,,1,A,,1107
08/01/16,AA,AA,1432,ORD,"Chicago, IL",IL,DEN,"Denver, CO",CO,1834,74,2008,71,0,,124,888
08/01/16,AA,AA,1433,SAT,"San Antonio, TX",TX,DFW,"Dallas/Fort Worth, TX",TX,753,-7,852,-25,0,,42,247
08/01/16,AA,AA,1435,BOS,"Boston, MA",MA,ORD,"Chicago, IL",IL,908,8,1057,8,0,,134,867
08/01/16,AA,AA,1437,BWI,"Baltimore, MD",MD,MIA,"Miami, FL",FL,555,-5,834,-3,0,,127,946
08/01/16,AA,AA,1438,ORD,"Chicago, IL",IL,SEA,"Seattle, WA",WA,1415,5,1635,-6,0,,242,1721
08/01/16,AA,AA,1438,SEA,"Seattle, WA",WA,ORD,"Chicago, IL",IL,1732,-3,2303,-21,0,,190,1721
08/01/16,AA,AA,1439,BNA,"Nashville, TN",TN,DFW,"Dallas/Fort Worth, TX",TX,1533,10,1718,-5,0,,87,631
08/01/16,AA,AA,1439,DFW,"Dallas/Fort Worth, TX",TX,BNA,"Nashville, TN",TN,1309,24,1447,11,0,,81,631
08/01/16,AA,AA,1440,LAS,"Las Vegas, NV",NV,LAX,"Los Angeles, CA",CA,1423,153,1524,138,0,,40,236
08/01/16,AA,AA,1441,RNO,"Reno, NV",NV,DFW,"Dallas/Fort Worth, TX",TX,613,-2,1117,-13,0,,159,1345
08/01/16,AA,AA,1442,STL,"St. Louis, MO",MO,DFW,"Dallas/Fort Worth, TX",TX,759,0,940,-10,0,,78,550
08/01/16,AA,AA,1444,DEN,"Denver, CO",CO,PHX,"Phoenix, AZ",AZ,611,11,651,1,0,,84,602
08/01/16,AA,AA,1444,PHX,"Phoenix, AZ",AZ,SNA,"Santa Ana, CA",CA,734,-6,853,-6,0,,52,338
08/01/16,AA,AA,1444,SNA,"Santa Ana, CA",CA,ORD,"Chicago, IL",IL,949,-6,1542,-14,0,,212,1726
08/01/16,AA,AA,1445,DFW,"Dallas/Fort Worth, TX",TX,SAN,"San Diego, CA",CA,1241,7,1330,-2,0,,146,1171
08/01/16,AA,AA,1445,SAN,"San Diego, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,1422,0,1923,-7,0,,151,1171
08/01/16,AA,AA,1368,STL,"St. Louis, MO",MO,MIA,"Miami, FL",FL,612,-3,951,-13,0,,140,1068
08/01/16,AA,AA,1369,DFW,"Dallas/Fort Worth, TX",TX,SJC,"San Jose, CA",CA,910,0,1036,-15,0,,185,1438
08/01/16,AA,AA,1369,SJC,"San Jose, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,1145,-3,1710,-15,0,,183,1438
08/01/16,AA,AA,1370,ORD,"Chicago, IL",IL,TUL,"Tulsa, OK",OK,1821,-4,1958,-14,0,,81,585
08/01/16,AA,AA,1371,DFW,"Dallas/Fort Worth, TX",TX,DSM,"Des Moines, IA",IA,2125,60,2256,41,0,,80,624
08/01/16,AA,AA,1373,DFW,"Dallas/Fort Worth, TX",TX,JAX,"Jacksonville, FL",FL,1228,13,1650,70,0,,172,918
08/01/16,AA,AA,1373,JAX,"Jacksonville, FL",FL,DFW,"Dallas/Fort Worth, TX",TX,1929,189,2058,177,0,,126,918
08/01/16,AA,AA,1375,DCA,"Washington, DC",VA,LAS,"Las Vegas, NV",NV,741,-4,943,-4,0,,268,2089
08/01/16,AA,AA,1377,ORD,"Chicago, IL",IL,MIA,"Miami, FL",FL,826,-4,1216,-18,0,,151,1197
08/01/16,AA,AA,1379,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,16,266,,,1,A,,1598
08/01/16,AA,AA,1380,CLT,"Charlotte, NC",NC,EWR,"Newark, NJ",NJ,2026,17,2210,11,0,,77,529
08/01/16,AA,AA,1381,DFW,"Dallas/Fort Worth, TX",TX,CMH,"Columbus, OH",OH,2016,106,2331,91,0,,123,926
08/01/16,AA,AA,1382,DFW,"Dallas/Fort Worth, TX",TX,IND,"Indianapolis, IN",IN,1606,-4,1907,-11,0,,105,761
08/01/16,AA,AA,1382,IND,"Indianapolis, IN",IN,DFW,"Dallas/Fort Worth, TX",TX,1952,-6,2100,-13,0,,106,761
08/01/16,AA,AA,1384,CLT,"Charlotte, NC",NC,EWR,"Newark, NJ",NJ,2338,83,116,71,0,,70,529
08/01/16,AA,AA,1384,MIA,"Miami, FL",FL,CLT,"Charlotte, NC",NC,2031,81,2249,92,0,,104,650
08/01/16,AA,AA,1386,AUS,"Austin, TX",TX,DFW,"Dallas/Fort Worth, TX",TX,1647,-1,1741,-19,0,,41,190
08/01/16,AA,AA,1387,MCI,"Kansas City, MO",MO,DFW,"Dallas/Fort Worth, TX",TX,552,-5,734,-6,0,,68,460
08/01/16,AA,AA,1388,MSP,"Minneapolis, MN",MN,PHX,"Phoenix, AZ",AZ,1815,16,1927,4,0,,166,1276
08/01/16,AA,AA,1389,LGA,"New York, NY",NY,MIA,"Miami, FL",FL,,,,,1,C,,1096
08/01/16,AA,AA,1391,MIA,"Miami, FL",FL,STT,"Charlotte Amalie, VI",VI,1205,35,1435,22,0,,137,1107
08/01/16,AA,AA,1391,STT,"Charlotte Amalie, VI",VI,MIA,"Miami, FL",FL,1559,14,1859,12,0,,158,1107
08/01/16,AA,AA,1392,DFW,"Dallas/Fort Worth, TX",TX,LAS,"Las Vegas, NV",NV,1037,2,1135,10,0,,136,1055
08/01/16,AA,AA,1393,DFW,"Dallas/Fort Worth, TX",TX,SFO,"San Francisco, CA",CA,1928,48,2104,39,0,,192,1464
08/01/16,AA,AA,1394,MIA,"Miami, FL",FL,TPA,"Tampa, FL",FL,1259,10,1359,7,0,,44,204
08/01/16,AA,AA,1460,DFW,"Dallas/Fort Worth, TX",TX,DCA,"Washington, DC",VA,1022,2,1410,-11,0,,151,1192
08/01/16,AA,AA,1461,MCO,"Orlando, FL",FL,MIA,"Miami, FL",FL,,,,,1,A,,192
08/01/16,AA,AA,1462,DFW,"Dallas/Fort Worth, TX",TX,MIA,"Miami, FL",FL,1308,8,1703,5,0,,147,1121
08/01/16,AA,AA,1463,ORD,"Chicago, IL",IL,FLL,"Fort Lauderdale, FL",FL,845,0,1235,-11,0,,153,1182
08/01/16,AA,AA,1464,DFW,"Dallas/Fort Worth, TX",TX,TUL,"Tulsa, OK",OK,2032,22,2152,39,0,,44,237
08/01/16,AA,AA,1467,PHX,"Phoenix, AZ",AZ,EWR,"Newark, NJ",NJ,1633,68,41,96,0,,275,2133
08/01/16,AA,AA,1467,SEA,"Seattle, WA",WA,PHX,"Phoenix, AZ",AZ,1250,95,1532,77,0,,136,1107
08/01/16,AA,AA,1468,BWI,"Baltimore, MD",MD,PHX,"Phoenix, AZ",AZ,709,4,927,19,0,,261,1999
08/01/16,AA,AA,1468,PHX,"Phoenix, AZ",AZ,SLC,"Salt Lake City, UT",UT,1143,97,1410,86,0,,68,507
08/01/16,AA,AA,1469,ORD,"Chicago, IL",IL,SFO,"San Francisco, CA",CA,1517,-3,1729,-27,0,,235,1846
08/01/16,AA,AA,1470,MIA,"Miami, FL",FL,LAS,"Las Vegas, NV",NV,943,8,1131,-11,0,,264,2174
08/01/16,AA,AA,1471,MIA,"Miami, FL",FL,PHX,"Phoenix, AZ",AZ,2044,28,2218,14,0,,243,1972
08/01/16,AA,AA,1472,DFW,"Dallas/Fort Worth, TX",TX,STL,"St. Louis, MO",MO,1502,122,1636,113,0,,79,550
08/01/16,AA,AA,1473,ATL,"Atlanta, GA",GA,DFW,"Dallas/Fort Worth, TX",TX,1433,22,1541,12,0,,102,731
08/01/16,AA,AA,1473,DFW,"Dallas/Fort Worth, TX",TX,ATL,"Atlanta, GA",GA,1045,25,1353,22,0,,107,731
08/01/16,AA,AA,1474,AUS,"Austin, TX",TX,ORD,"Chicago, IL",IL,1748,-12,2013,-32,0,,124,977
08/01/16,AA,AA,1474,ORD,"Chicago, IL",IL,AUS,"Austin, TX",TX,1444,44,1704,22,0,,123,977
08/01/16,AA,AA,1475,PDX,"Portland, OR",OR,DFW,"Dallas/Fort Worth, TX",TX,1028,268,1601,253,0,,192,1616
08/01/16,AA,AA,1476,ORD,"Chicago, IL",IL,AUS,"Austin, TX",TX,712,-3,1009,20,0,,146,977
08/01/16,AA,AA,1479,PDX,"Portland, OR",OR,PHX,"Phoenix, AZ",AZ,518,-2,750,-7,0,,134,1009
08/01/16,AA,AA,1479,PHX,"Phoenix, AZ",AZ,BWI,"Baltimore, MD",MD,845,-4,1624,5,0,,251,1999
08/01/16,AA,AA,1480,MIA,"Miami, FL",FL,BWI,"Baltimore, MD",MD,703,-5,923,-20,0,,124,946
08/01/16,AA,AA,1482,DFW,"Dallas/Fort Worth, TX",TX,LAS,"Las Vegas, NV",NV,1032,92,1117,81,0,,134,1055
08/01/16,AA,AA,1483,DFW,"Dallas/Fort Worth, TX",TX,BOS,"Boston, MA",MA,1828,3,2314,5,0,,198,1562
08/01/16,AA,AA,1484,DFW,"Dallas/Fort Worth, TX",TX,AUS,"Austin, TX",TX,928,-7,1018,-12,0,,35,190
08/01/16,AA,AA,1484,RIC,"Richmond, VA",VA,DFW,"Dallas/Fort Worth, TX",TX,554,1,746,-21,0,,152,1158
08/01/16,AA,AA,1485,DFW,"Dallas/Fort Worth, TX",TX,SMF,"Sacramento, CA",CA,1917,37,2042,23,0,,185,1431
08/01/16,AA,AA,1485,SMF,"Sacramento, CA",CA,PHX,"Phoenix, AZ",AZ,2136,26,2328,24,0,,88,647
08/01/16,AA,AA,1486,MIA,"Miami, FL",FL,DCA,"Washington, DC",VA,2020,-3,2245,-15,0,,123,919
08/01/16,AA,AA,1488,CLT,"Charlotte, NC",NC,EWR,"Newark, NJ",NJ,1400,35,1544,24,0,,77,529
08/01/16,AA,AA,1488,EWR,"Newark, NJ",NJ,PHX,"Phoenix, AZ",AZ,1640,-5,1852,-8,0,,290,2133
08/01/16,AA,AA,1254,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,1305,117,1537,111,0,,133,1045
08/01/16,AA,AA,1255,TUL,"Tulsa, OK",OK,DFW,"Dallas/Fort Worth, TX",TX,525,17,622,7,0,,38,237
08/01/16,AA,AA,1257,ORD,"Chicago, IL",IL,BOS,"Boston, MA",MA,918,43,1236,45,0,,111,867
08/01/16,AA,AA,1394,TPA,"Tampa, FL",FL,MIA,"Miami, FL",FL,1555,70,1653,62,0,,38,204
08/01/16,AA,AA,1395,MSP,"Minneapolis, MN",MN,DFW,"Dallas/Fort Worth, TX",TX,702,-1,955,16,0,,151,852
08/01/16,AA,AA,1396,DFW,"Dallas/Fort Worth, TX",TX,BNA,"Nashville, TN",TN,1830,0,2022,1,0,,91,631
08/01/16,AA,AA,1398,BNA,"Nashville, TN",TN,DFW,"Dallas/Fort Worth, TX",TX,725,7,917,-6,0,,86,631
08/01/16,AA,AA,1399,LGA,"New York, NY",NY,MIA,"Miami, FL",FL,547,-3,835,-18,0,,142,1096
08/01/16,AA,AA,1401,DFW,"Dallas/Fort Worth, TX",TX,SAT,"San Antonio, TX",TX,2203,3,2312,11,0,,42,247
08/01/16,AA,AA,1402,DFW,"Dallas/Fort Worth, TX",TX,SEA,"Seattle, WA",WA,855,-5,1148,31,0,,217,1660
08/01/16,AA,AA,1402,SEA,"Seattle, WA",WA,DFW,"Dallas/Fort Worth, TX",TX,1249,36,1840,29,0,,194,1660
08/01/16,AA,AA,1403,DFW,"Dallas/Fort Worth, TX",TX,MIA,"Miami, FL",FL,455,-5,836,-13,0,,143,1121
08/01/16,AA,AA,1404,BOS,"Boston, MA",MA,ORD,"Chicago, IL",IL,710,0,913,5,0,,128,867
08/01/16,AA,AA,1405,MSP,"Minneapolis, MN",MN,ORD,"Chicago, IL",IL,937,12,1102,4,0,,51,334
08/01/16,AA,AA,1405,ORD,"Chicago, IL",IL,MSP,"Minneapolis, MN",MN,720,10,851,15,0,,61,334
08/01/16,AA,AA,1406,MIA,"Miami, FL",FL,JFK,"New York, NY",NY,2231,38,117,20,0,,145,1089
08/01/16,AA,AA,1407,ORD,"Chicago, IL",IL,MIA,"Miami, FL",FL,1820,195,2210,175,0,,146,1197
08/01/16,AA,AA,1408,DFW,"Dallas/Fort Worth, TX",TX,OKC,"Oklahoma City, OK",OK,2152,62,2245,54,0,,37,175
08/01/16,AA,AA,1409,MIA,"Miami, FL",FL,LAS,"Las Vegas, NV",NV,724,-6,912,-17,0,,263,2174
08/01/16,AA,AA,1410,LGA,"New York, NY",NY,MIA,"Miami, FL",FL,806,-4,1115,-12,0,,152,1096
08/01/16,AA,AA,1411,ORD,"Chicago, IL",IL,MIA,"Miami, FL",FL,559,-1,954,-7,0,,153,1197
08/01/16,AA,AA,1412,DFW,"Dallas/Fort Worth, TX",TX,MIA,"Miami, FL",FL,1513,-2,1859,-15,0,,144,1121
08/01/16,AA,AA,1412,ONT,"Ontario, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,611,-2,1106,-11,0,,150,1188
08/01/16,AA,AA,1414,DFW,"Dallas/Fort Worth, TX",TX,AUS,"Austin, TX",TX,1436,-9,1537,-7,0,,33,190
08/01/16,AA,AA,1415,TUS,"Tucson, AZ",AZ,DFW,"Dallas/Fort Worth, TX",TX,659,-4,1117,-4,0,,113,813
08/01/16,AA,AA,1418,DFW,"Dallas/Fort Worth, TX",TX,DTW,"Detroit, MI",MI,1834,-1,2206,-13,0,,128,986
08/01/16,AA,AA,1419,MIA,"Miami, FL",FL,BDL,"Hartford, CT",CT,2124,63,37,71,0,,156,1194
08/01/16,AA,AA,1421,TPA,"Tampa, FL",FL,ORD,"Chicago, IL",IL,857,-3,1048,-4,0,,140,1012
08/01/16,AA,AA,1423,PBI,"West Palm Beach/Palm Beach, FL",FL,DFW,"Dallas/Fort Worth, TX",TX,727,2,932,4,0,,150,1102
08/01/16,AA,AA,1424,SAT,"San Antonio, TX",TX,DFW,"Dallas/Fort Worth, TX",TX,1939,71,2043,59,0,,42,247
08/01/16,AA,AA,1425,DFW,"Dallas/Fort Worth, TX",TX,MIA,"Miami, FL",FL,1658,16,2048,13,0,,138,1121
08/01/16,AA,AA,1426,DFW,"Dallas/Fort Worth, TX",TX,PIT,"Pittsburgh, PA",PA,1045,-5,1419,-13,0,,137,1067
08/01/16,AA,AA,1426,PIT,"Pittsburgh, PA",PA,DFW,"Dallas/Fort Worth, TX",TX,1512,-1,1652,-18,0,,141,1067
08/01/16,AA,AA,1427,ATL,"Atlanta, GA",GA,DFW,"Dallas/Fort Worth, TX",TX,1239,-5,1355,-5,0,,101,731
08/01/16,AA,AA,1427,DFW,"Dallas/Fort Worth, TX",TX,ATL,"Atlanta, GA",GA,842,-6,1136,-26,0,,99,731
08/01/16,AA,AA,1428,ORD,"Chicago, IL",IL,DEN,"Denver, CO",CO,729,9,924,32,0,,144,888
08/01/16,AA,AA,1495,CLT,"Charlotte, NC",NC,STT,"Charlotte Amalie, VI",VI,1158,3,1547,5,0,,192,1520
08/01/16,AA,AA,1495,JFK,"New York, NY",NY,CLT,"Charlotte, NC",NC,824,-5,1021,-12,0,,80,541
08/01/16,AA,AA,1496,CLT,"Charlotte, NC",NC,EWR,"Newark, NJ",NJ,1036,41,1215,20,0,,72,529
08/01/16,AA,AA,1496,MIA,"Miami, FL",FL,CLT,"Charlotte, NC",NC,738,53,939,50,0,,99,650
08/01/16,AA,AA,1497,DFW,"Dallas/Fort Worth, TX",TX,RNO,"Reno, NV",NV,1635,-5,1743,-22,0,,174,1345
08/01/16,AA,AA,1497,MIA,"Miami, FL",FL,DFW,"Dallas/Fort Worth, TX",TX,1417,18,1602,-2,0,,143,1121
08/01/16,AA,AA,1499,MCI,"Kansas City, MO",MO,PHX,"Phoenix, AZ",AZ,1838,28,1920,18,0,,140,1044
08/01/16,AA,AA,1500,ORD,"Chicago, IL",IL,PDX,"Portland, OR",OR,1012,-3,1225,-10,0,,233,1739
08/01/16,AA,AA,1500,PDX,"Portland, OR",OR,DFW,"Dallas/Fort Worth, TX",TX,1331,-7,1914,-16,0,,195,1616
08/01/16,AA,AA,1503,BOS,"Boston, MA",MA,ORD,"Chicago, IL",IL,1722,-2,1909,-15,0,,131,867
08/01/16,AA,AA,1503,ORD,"Chicago, IL",IL,BOS,"Boston, MA",MA,1320,0,1630,-8,0,,108,867
08/01/16,AA,AA,1505,DFW,"Dallas/Fort Worth, TX",TX,ONT,"Ontario, CA",CA,1438,123,1527,111,0,,149,1188
08/01/16,AA,AA,1505,ONT,"Ontario, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,1605,107,2057,92,0,,152,1188
08/01/16,AA,AA,1506,BWI,"Baltimore, MD",MD,DFW,"Dallas/Fort Worth, TX",TX,1155,0,1400,-13,0,,156,1217
08/01/16,AA,AA,1507,ORD,"Chicago, IL",IL,TUS,"Tucson, AZ",AZ,1147,92,1309,81,0,,184,1437
08/01/16,AA,AA,1509,BOS,"Boston, MA",MA,MIA,"Miami, FL",FL,1109,4,1455,23,0,,167,1258
08/01/16,AA,AA,1509,MIA,"Miami, FL",FL,BOS,"Boston, MA",MA,651,-9,1002,-13,0,,166,1258
08/01/16,AA,AA,1511,DEN,"Denver, CO",CO,MIA,"Miami, FL",FL,1057,-3,1651,-7,0,,213,1709
08/01/16,AA,AA,1223,JFK,"New York, NY",NY,DFW,"Dallas/Fort Worth, TX",TX,1526,29,1824,34,0,,186,1391
08/01/16,AA,AA,1224,MCI,"Kansas City, MO",MO,DFW,"Dallas/Fort Worth, TX",TX,754,-5,936,-7,0,,71,460
08/01/16,AA,AA,1291,MKE,"Milwaukee, WI",WI,DFW,"Dallas/Fort Worth, TX",TX,704,-5,946,1,0,,128,853
08/01/16,AA,AA,1292,DFW,"Dallas/Fort Worth, TX",TX,TUL,"Tulsa, OK",OK,1237,-6,1338,-12,0,,44,237
08/01/16,AA,AA,1292,TUL,"Tulsa, OK",OK,DFW,"Dallas/Fort Worth, TX",TX,1424,-6,1538,-7,0,,42,237
08/01/16,AA,AA,1293,MIA,"Miami, FL",FL,STX,"Christiansted, VI",VI,1218,-3,1500,-5,0,,143,1139
08/01/16,AA,AA,1293,STX,"Christiansted, VI",VI,MIA,"Miami, FL",FL,1556,-4,1914,17,0,,176,1139
08/01/16,AA,AA,1294,MIA,"Miami, FL",FL,DFW,"Dallas/Fort Worth, TX",TX,2302,85,49,64,0,,142,1121
08/01/16,AA,AA,1295,DFW,"Dallas/Fort Worth, TX",TX,ORD,"Chicago, IL",IL,1842,12,2106,12,0,,102,802
08/01/16,AA,AA,1296,ORD,"Chicago, IL",IL,SAN,"San Diego, CA",CA,1156,-4,1352,-20,0,,221,1723
08/01/16,AA,AA,1296,SAN,"San Diego, CA",CA,ORD,"Chicago, IL",IL,1450,-8,2107,2,0,,209,1723
08/01/16,AA,AA,1297,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,621,1,1454,16,0,,307,2342
08/01/16,AA,AA,1298,DFW,"Dallas/Fort Worth, TX",TX,SNA,"Santa Ana, CA",CA,659,-1,802,0,0,,156,1205
08/01/16,AA,AA,1298,SNA,"Santa Ana, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,1042,-6,1534,-14,0,,150,1205
08/01/16,AA,AA,1299,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,1640,122,2001,151,0,,140,1045
08/01/16,AA,AA,1300,DFW,"Dallas/Fort Worth, TX",TX,MSY,"New Orleans, LA",LA,1604,64,1730,62,0,,68,447
08/01/16,AA,AA,1300,MSY,"New Orleans, LA",LA,DFW,"Dallas/Fort Worth, TX",TX,1806,43,1937,35,0,,73,447
08/01/16,AA,AA,1301,EWR,"Newark, NJ",NJ,MIA,"Miami, FL",FL,615,15,857,-3,0,,142,1085
08/01/16,AA,AA,1302,DFW,"Dallas/Fort Worth, TX",TX,FLL,"Fort Lauderdale, FL",FL,728,23,1116,22,0,,153,1119
08/01/16,AA,AA,1302,FLL,"Fort Lauderdale, FL",FL,DFW,"Dallas/Fort Worth, TX",TX,1201,22,1414,22,0,,147,1119
08/01/16,AA,AA,1305,ORD,"Chicago, IL",IL,JFK,"New York, NY",NY,1934,59,2311,72,0,,118,740
08/01/16,AA,AA,1307,LAX,"Los Angeles, CA",CA,ORD,"Chicago, IL",IL,1400,55,2010,54,0,,212,1744
08/01/16,AA,AA,1308,SEA,"Seattle, WA",WA,DFW,"Dallas/Fort Worth, TX",TX,1753,-4,2326,-19,0,,192,1660
08/01/16,AA,AA,1309,DFW,"Dallas/Fort Worth, TX",TX,FAT,"Fresno, CA",CA,1928,43,2029,20,0,,166,1313
08/01/16,AA,AA,1310,MSP,"Minneapolis, MN",MN,ORD,"Chicago, IL",IL,600,-5,733,-2,0,,53,334
08/01/16,AA,AA,1311,LGA,"New York, NY",NY,MIA,"Miami, FL",FL,1254,9,1557,-7,0,,148,1096
08/01/16,AA,AA,1311,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,1751,-6,2024,-13,0,,131,1045
08/01/16,AA,AA,1312,PHX,"Phoenix, AZ",AZ,ORD,"Chicago, IL",IL,1724,304,2305,308,0,,185,1440
08/01/16,AA,AA,1313,MIA,"Miami, FL",FL,BOS,"Boston, MA",MA,2238,57,141,42,0,,160,1258
08/01/16,AA,AA,1314,TUL,"Tulsa, OK",OK,DFW,"Dallas/Fort Worth, TX",TX,956,88,1110,86,0,,40,237
08/01/16,AA,AA,1315,ORD,"Chicago, IL",IL,STL,"St. Louis, MO",MO,2122,33,2227,32,0,,44,258
08/01/16,AA,AA,1316,ORD,"Chicago, IL",IL,SMF,"Sacramento, CA",CA,2157,97,7,72,0,,232,1781
08/01/16,AA,AA,1317,ORD,"Chicago, IL",IL,MIA,"Miami, FL",FL,714,-1,1111,-7,0,,150,1197
08/01/16,AA,AA,1318,SJC,"San Jose, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,616,-4,1149,-9,0,,182,1438
08/01/16,AA,AA,1319,PDX,"Portland, OR",OR,PHX,"Phoenix, AZ",AZ,1851,46,2122,40,0,,134,1009
08/01/16,AA,AA,1319,PHX,"Phoenix, AZ",AZ,JFK,"New York, NY",NY,2229,34,619,33,0,,259,2153
08/01/16,AA,AA,1528,PSP,"Palm Springs, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,730,62,1148,26,0,,106,1126
08/01/16,AA,AA,1529,ORD,"Chicago, IL",IL,RDU,"Raleigh/Durham, NC",NC,1955,85,2300,93,0,,86,646
08/01/16,AA,AA,1531,ELP,"El Paso, TX",TX,DFW,"Dallas/Fort Worth, TX",TX,620,-8,909,-10,0,,80,551
08/01/16,AA,AA,1532,MIA,"Miami, FL",FL,DEN,"Denver, CO",CO,2008,-1,2213,-14,0,,216,1709
08/01/16,AA,AA,1533,DCA,"Washington, DC",VA,MIA,"Miami, FL",FL,1301,6,1527,-8,0,,125,919
08/01/16,AA,AA,1533,MIA,"Miami, FL",FL,DCA,"Washington, DC",VA,953,28,1211,13,0,,120,919
08/01/16,AA,AA,1534,DFW,"Dallas/Fort Worth, TX",TX,MKE,"Milwaukee, WI",WI,1319,57,1530,46,0,,113,853
08/01/16,AA,AA,1534,MKE,"Milwaukee, WI",WI,DFW,"Dallas/Fort Worth, TX",TX,1612,48,1844,45,0,,116,853
08/01/16,AA,AA,1535,IAH,"Houston, TX",TX,MIA,"Miami, FL",FL,802,2,1136,1,0,,126,964
08/01/16,AA,AA,1537,EWR,"Newark, NJ",NJ,DFW,"Dallas/Fort Worth, TX",TX,859,27,1132,17,0,,174,1372
08/01/16,AA,AA,1538,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,7,15,819,6,0,,286,2342
08/01/16,AA,AA,1539,RDU,"Raleigh/Durham, NC",NC,ORD,"Chicago, IL",IL,738,2,845,-4,0,,97,646
08/01/16,AA,AA,1540,SFO,"San Francisco, CA",CA,MIA,"Miami, FL",FL,2127,-3,610,6,0,,310,2585
08/01/16,AA,AA,1541,MIA,"Miami, FL",FL,DFW,"Dallas/Fort Worth, TX",TX,558,-4,753,-12,0,,152,1121
08/01/16,AA,AA,1542,MIA,"Miami, FL",FL,DEN,"Denver, CO",CO,1200,35,1405,25,0,,228,1709
08/01/16,AA,AA,1543,DEN,"Denver, CO",CO,MIA,"Miami, FL",FL,1502,27,2107,34,0,,217,1709
08/01/16,AA,AA,1544,DFW,"Dallas/Fort Worth, TX",TX,IAD,"Washington, DC",VA,1604,99,1957,97,0,,154,1172
08/01/16,AA,AA,1544,IAD,"Washington, DC",VA,DFW,"Dallas/Fort Worth, TX",TX,2038,98,2233,82,0,,153,1172
08/01/16,AA,AA,1547,LAS,"Las Vegas, NV",NV,DFW,"Dallas/Fort Worth, TX",TX,1232,22,1723,23,0,,134,1055
08/01/16,AA,AA,1550,BWI,"Baltimore, MD",MD,MIA,"Miami, FL",FL,1032,2,1255,-15,0,,121,946
08/01/16,AA,AA,1551,DCA,"Washington, DC",VA,ORD,"Chicago, IL",IL,1348,47,1505,56,0,,94,612
08/01/16,AA,AA,1512,DCA,"Washington, DC",VA,MIA,"Miami, FL",FL,841,2,1135,7,0,,134,919
08/01/16,AA,AA,1513,COS,"Colorado Springs, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,1625,0,1909,-11,0,,79,592
08/01/16,AA,AA,1513,DFW,"Dallas/Fort Worth, TX",TX,COS,"Colorado Springs, CO",CO,1445,-4,1523,-21,0,,79,592
08/01/16,AA,AA,1514,ORD,"Chicago, IL",IL,TPA,"Tampa, FL",FL,1001,56,1323,42,0,,126,1012
08/01/16,AA,AA,1514,TPA,"Tampa, FL",FL,ORD,"Chicago, IL",IL,1438,13,1705,41,0,,157,1012
08/01/16,AA,AA,1516,SAT,"San Antonio, TX",TX,MIA,"Miami, FL",FL,619,-1,1029,6,0,,159,1143
08/01/16,AA,AA,1521,MIA,"Miami, FL",FL,RDU,"Raleigh/Durham, NC",NC,1539,0,1740,-4,0,,107,700
08/01/16,AA,AA,1521,RDU,"Raleigh/Durham, NC",NC,MIA,"Miami, FL",FL,1826,-3,2036,-4,0,,99,700
08/01/16,AA,AA,1522,SFO,"San Francisco, CA",CA,ORD,"Chicago, IL",IL,2,3,605,0,0,,215,1846
08/01/16,AA,AA,1523,DFW,"Dallas/Fort Worth, TX",TX,FLL,"Fort Lauderdale, FL",FL,1103,1,1453,-3,0,,150,1119
08/01/16,AA,AA,1523,FLL,"Fort Lauderdale, FL",FL,DFW,"Dallas/Fort Worth, TX",TX,1543,2,1735,-15,0,,147,1119
08/01/16,AA,AA,1524,DFW,"Dallas/Fort Worth, TX",TX,SAT,"San Antonio, TX",TX,1619,-1,1720,-4,0,,43,247
