Country Name,Country Code,Series Name,Series Code,2015 [YR2015]
Bolivia,BOL,"Children out of school, primary, male",SE.PRM.UNER.MA,66536
Bolivia,BOL,Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths),SP.DTH.INFR.ZS,..
Bolivia,BOL,Completeness of total death reporting (% of reported total deaths to estimated total deaths),SP.DTH.REPT.ZS,..
Bolivia,BOL,Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,..
Bolivia,BOL,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,..
Bolivia,BOL,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,109
Bolivia,BOL,Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,..
Bolivia,BOL,GINI index (World Bank estimate),SI.POV.GINI,..
Bolivia,BOL,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,95.22185
Bolivia,BOL,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,96.11112
Bolivia,BOL,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",SE.PRM.GINT.ZS,95.67456
Bolivia,BOL,Income share held by fourth 20%,SI.DST.04TH.20,..
Bolivia,BOL,Income share held by highest 10%,SI.DST.10TH.10,..
Bolivia,BOL,Income share held by highest 20%,SI.DST.05TH.20,..
Bolivia,BOL,Income share held by lowest 10%,SI.DST.FRST.10,..
Bolivia,BOL,Income share held by lowest 20%,SI.DST.FRST.20,..
Bolivia,BOL,Income share held by second 20%,SI.DST.02ND.20,..
Bolivia,BOL,Income share held by third 20%,SI.DST.03RD.20,..
Bolivia,BOL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,71.276
Bolivia,BOL,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,66.324
Bolivia,BOL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.7396097560976
Bolivia,BOL,Liner shipping connectivity index (maximum value in 2004 = 100),IS.SHP.GCNW.XQ,..
Bolivia,BOL,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,..
Bolivia,BOL,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,16
Bolivia,BOL,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,152.578
Bolivia,BOL,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,216.708
Bolivia,BOL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,30.6
Bolivia,BOL,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,27.3
Bolivia,BOL,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,33.8
Bolivia,BOL,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,19.6
Bolivia,BOL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,38.4
Bolivia,BOL,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,34.7
Bolivia,BOL,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,41.9
Bolivia,BOL,Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS,88.67664
Bolivia,BOL,"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,88.66348
Bolivia,BOL,"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,88.68934
Bolivia,BOL,Number of infant deaths,SH.DTH.IMRT,7504
Bolivia,BOL,Number of neonatal deaths,SH.DTH.NMRT,4823
Bolivia,BOL,Number of under-five deaths,SH.DTH.MORT,9415
Bolivia,BOL,"Over-age students, primary (% of enrollment)",SE.PRM.OENR.ZS,8.20644
Bolivia,BOL,"Over-age students, primary, female (% of female enrollment)",SE.PRM.OENR.FE.ZS,7.4859
Bolivia,BOL,"Over-age students, primary, male (% of male enrollment)",SE.PRM.OENR.MA.ZS,8.87964
Bolivia,BOL,"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,..
Bolivia,BOL,"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,..
Bolivia,BOL,"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,..
Bolivia,BOL,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,..
Bolivia,BOL,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,..
Bolivia,BOL,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,..
Bolivia,BOL,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,..
Bolivia,BOL,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,..
Bolivia,BOL,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,..
Bolivia,BOL,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,..
Bolivia,BOL,"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,..
Bolivia,BOL,"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,..
Bolivia,BOL,"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,..
Bolivia,BOL,"Prevalence of severe wasting, weight for height (% of children under 5)",SH.SVR.WAST.ZS,..
Bolivia,BOL,"Prevalence of severe wasting, weight for height, female (% of children under 5)",SH.SVR.WAST.FE.ZS,..
Bolivia,BOL,"Prevalence of severe wasting, weight for height, male (% of children under 5)",SH.SVR.WAST.MA.ZS,..
Bolivia,BOL,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,..
Bolivia,BOL,"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,..
Bolivia,BOL,"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,..
Bolivia,BOL,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,15.9
Bolivia,BOL,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..
Bolivia,BOL,"Prevalence of underweight, weight for age, female (% of children under 5)",SH.STA.MALN.FE.ZS,..
Bolivia,BOL,"Prevalence of underweight, weight for age, male (% of children under 5)",SH.STA.MALN.MA.ZS,..
Bolivia,BOL,"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS,..
Bolivia,BOL,"Prevalence of wasting, weight for height, female (% of children under 5)",SH.STA.WAST.FE.ZS,..
Bolivia,BOL,"Prevalence of wasting, weight for height, male (% of children under 5)",SH.STA.WAST.MA.ZS,..
Bolivia,BOL,"Primary education, pupils",SE.PRM.ENRL,1334890
Bolivia,BOL,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,48.30151
Bolivia,BOL,Progression to secondary school (%),SE.SEC.PROG.ZS,..
Bolivia,BOL,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,..
Bolivia,BOL,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,..
Bolivia,BOL,Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD,..
Bolivia,BOL,Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,..
Bolivia,BOL,"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",IQ.WEF.PORT.XQ,2.07842496236165
Bolivia,BOL,Rail lines (total route-km),IS.RRS.TOTL.KM,..
Bolivia,BOL,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..
Bolivia,BOL,"Railways, passengers carried (million passenger-km)",IS.RRS.PASG.KM,..
Bolivia,BOL,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,1.65361
Bolivia,BOL,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,2.31757
Bolivia,BOL,"Repeaters, primary, total (% of total enrollment)",SE.PRM.REPT.ZS,1.99687
Bolivia,BOL,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,70.73162
Bolivia,BOL,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,70.86514
Bolivia,BOL,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,70.60303
Bolivia,BOL,"School enrollment, primary (% gross)",SE.PRM.ENRR,96.4456
Bolivia,BOL,"School enrollment, primary (% net)",SE.PRM.NENR,88.48272
Bolivia,BOL,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.96745
Bolivia,BOL,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.9749
Bolivia,BOL,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,94.82262
Bolivia,BOL,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,87.67694
Bolivia,BOL,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,98.01295
Bolivia,BOL,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,89.2609
Bolivia,BOL,"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,9.78051
Bolivia,BOL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,86.40507
Bolivia,BOL,"School enrollment, secondary (% net)",SE.SEC.NENR,77.58312
Bolivia,BOL,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.9838
Bolivia,BOL,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,85.68834
Bolivia,BOL,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,77.78897
Bolivia,BOL,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,87.09961
Bolivia,BOL,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,77.38363
Bolivia,BOL,"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,12.31521
Bolivia,BOL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..
Bolivia,BOL,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,..
Bolivia,BOL,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Bolivia,BOL,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,..
Bolivia,BOL,"Secondary education, general pupils",SE.SEC.ENRL.GC,436689
Bolivia,BOL,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,47.80496
Bolivia,BOL,"Secondary education, pupils",SE.SEC.ENRL,1153379
Bolivia,BOL,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,48.80521
Bolivia,BOL,"Secondary education, vocational pupils",SE.SEC.ENRL.VO,716690
Bolivia,BOL,"Secondary education, vocational pupils (% female)",SE.SEC.ENRL.VO.FE.ZS,49.41467
Bolivia,BOL,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,18.7
Bolivia,BOL,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,73.17406
Bolivia,BOL,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,65.67833
Bolivia,BOL,Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,..
Bosnia and Herzegovina,BIH,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..
Bosnia and Herzegovina,BIH,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,..
Bosnia and Herzegovina,BIH,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,..
Bosnia and Herzegovina,BIH,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..
Bosnia and Herzegovina,BIH,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,..
Bosnia and Herzegovina,BIH,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,..
Bosnia and Herzegovina,BIH,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,8.772E-05
Bosnia and Herzegovina,BIH,"Air transport, passengers carried",IS.AIR.PSGR,7070.748
Bosnia and Herzegovina,BIH,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,81.06
Bosnia and Herzegovina,BIH,"Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)",IQ.WEF.CUST.XQ,3.33333325386047
Bosnia and Herzegovina,BIH,Children out of school (% of primary school age),SE.PRM.UNER.ZS,..
Bosnia and Herzegovina,BIH,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,..
Bosnia and Herzegovina,BIH,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,..
Bosnia and Herzegovina,BIH,"Children out of school, primary",SE.PRM.UNER,..
Bosnia and Herzegovina,BIH,"Children out of school, primary, female",SE.PRM.UNER.FE,..
Bosnia and Herzegovina,BIH,"Children out of school, primary, male",SE.PRM.UNER.MA,..
Bosnia and Herzegovina,BIH,Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths),SP.DTH.INFR.ZS,..
Bosnia and Herzegovina,BIH,Completeness of total death reporting (% of reported total deaths to estimated total deaths),SP.DTH.REPT.ZS,..
Bosnia and Herzegovina,BIH,Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,..
Bosnia and Herzegovina,BIH,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,..
Bosnia and Herzegovina,BIH,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..
Bosnia and Herzegovina,BIH,Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,..
Bosnia and Herzegovina,BIH,GINI index (World Bank estimate),SI.POV.GINI,..
Bosnia and Herzegovina,BIH,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,..
Bosnia and Herzegovina,BIH,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,..
Bosnia and Herzegovina,BIH,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",SE.PRM.GINT.ZS,..
Bosnia and Herzegovina,BIH,Income share held by fourth 20%,SI.DST.04TH.20,..
Bosnia and Herzegovina,BIH,Income share held by highest 10%,SI.DST.10TH.10,..
Bosnia and Herzegovina,BIH,Income share held by highest 20%,SI.DST.05TH.20,..
Bosnia and Herzegovina,BIH,Income share held by lowest 10%,SI.DST.FRST.10,..
Bosnia and Herzegovina,BIH,Income share held by lowest 20%,SI.DST.FRST.20,..
Bosnia and Herzegovina,BIH,Income share held by second 20%,SI.DST.02ND.20,..
Bosnia and Herzegovina,BIH,Income share held by third 20%,SI.DST.03RD.20,..
Bosnia and Herzegovina,BIH,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,79.168
Bosnia and Herzegovina,BIH,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,74.132
Bosnia and Herzegovina,BIH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.5885853658537
Bosnia and Herzegovina,BIH,Liner shipping connectivity index (maximum value in 2004 = 100),IS.SHP.GCNW.XQ,..
Bosnia and Herzegovina,BIH,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,..
Bosnia and Herzegovina,BIH,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,18
Bosnia and Herzegovina,BIH,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,65.267
Bosnia and Herzegovina,BIH,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,127.833
Bosnia and Herzegovina,BIH,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,5.1
Bosnia and Herzegovina,BIH,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,4.6
Bosnia and Herzegovina,BIH,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,5.6
Bosnia and Herzegovina,BIH,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,4
Bosnia and Herzegovina,BIH,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,5.4
Bosnia and Herzegovina,BIH,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,4.8
Bosnia and Herzegovina,BIH,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,5.9
Bosnia and Herzegovina,BIH,Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS,..
Bosnia and Herzegovina,BIH,"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,..
Bosnia and Herzegovina,BIH,"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,..
Bosnia and Herzegovina,BIH,Number of infant deaths,SH.DTH.IMRT,159
Bosnia and Herzegovina,BIH,Number of neonatal deaths,SH.DTH.NMRT,124
Bosnia and Herzegovina,BIH,Number of under-five deaths,SH.DTH.MORT,169
Bosnia and Herzegovina,BIH,"Over-age students, primary (% of enrollment)",SE.PRM.OENR.ZS,..
Bosnia and Herzegovina,BIH,"Over-age students, primary, female (% of female enrollment)",SE.PRM.OENR.FE.ZS,..
Bosnia and Herzegovina,BIH,"Over-age students, primary, male (% of male enrollment)",SE.PRM.OENR.MA.ZS,..
Bosnia and Herzegovina,BIH,"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,..
Bosnia and Herzegovina,BIH,"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,..
Bosnia and Herzegovina,BIH,"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,..
Bosnia and Herzegovina,BIH,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,..
Bosnia and Herzegovina,BIH,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,..
Bosnia and Herzegovina,BIH,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,..
Bosnia and Herzegovina,BIH,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,..
Bosnia and Herzegovina,BIH,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,..
Bosnia and Herzegovina,BIH,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,..
Bosnia and Herzegovina,BIH,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,..
Bosnia and Herzegovina,BIH,"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,..
Bosnia and Herzegovina,BIH,"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,..
Bosnia and Herzegovina,BIH,"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,..
Bosnia and Herzegovina,BIH,"Prevalence of severe wasting, weight for height (% of children under 5)",SH.SVR.WAST.ZS,..
Bosnia and Herzegovina,BIH,"Prevalence of severe wasting, weight for height, female (% of children under 5)",SH.SVR.WAST.FE.ZS,..
Bosnia and Herzegovina,BIH,"Prevalence of severe wasting, weight for height, male (% of children under 5)",SH.SVR.WAST.MA.ZS,..
Bosnia and Herzegovina,BIH,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,..
Bosnia and Herzegovina,BIH,"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,..
Bosnia and Herzegovina,BIH,"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,..
Bosnia and Herzegovina,BIH,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..
Bosnia and Herzegovina,BIH,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..
Bosnia and Herzegovina,BIH,"Prevalence of underweight, weight for age, female (% of children under 5)",SH.STA.MALN.FE.ZS,..
Bosnia and Herzegovina,BIH,"Prevalence of underweight, weight for age, male (% of children under 5)",SH.STA.MALN.MA.ZS,..
Bosnia and Herzegovina,BIH,"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS,..
Bosnia and Herzegovina,BIH,"Prevalence of wasting, weight for height, female (% of children under 5)",SH.STA.WAST.FE.ZS,..
Bosnia and Herzegovina,BIH,"Prevalence of wasting, weight for height, male (% of children under 5)",SH.STA.WAST.MA.ZS,..
Bosnia and Herzegovina,BIH,"Primary education, pupils",SE.PRM.ENRL,162629
Bosnia and Herzegovina,BIH,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,48.68873
Bosnia and Herzegovina,BIH,Progression to secondary school (%),SE.SEC.PROG.ZS,..
Bosnia and Herzegovina,BIH,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,..
Bosnia and Herzegovina,BIH,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,..
Bosnia and Herzegovina,BIH,Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD,..
Bosnia and Herzegovina,BIH,Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,..
Bosnia and Herzegovina,BIH,"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",IQ.WEF.PORT.XQ,2.04819273948669
Bosnia and Herzegovina,BIH,Rail lines (total route-km),IS.RRS.TOTL.KM,1027.05
Bosnia and Herzegovina,BIH,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,1282.02
Bosnia and Herzegovina,BIH,"Railways, passengers carried (million passenger-km)",IS.RRS.PASG.KM,33.47
Bosnia and Herzegovina,BIH,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,0.10608
Bosnia and Herzegovina,BIH,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,0.16298
Bosnia and Herzegovina,BIH,"Repeaters, primary, total (% of total enrollment)",SE.PRM.REPT.ZS,0.13528
Bosnia and Herzegovina,BIH,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,..
Bosnia and Herzegovina,BIH,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,..
Bosnia and Herzegovina,BIH,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,..
Bosnia and Herzegovina,BIH,"School enrollment, primary (% gross)",SE.PRM.ENRR,..
Bosnia and Herzegovina,BIH,"School enrollment, primary (% net)",SE.PRM.NENR,..
Bosnia and Herzegovina,BIH,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..
Bosnia and Herzegovina,BIH,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..
Bosnia and Herzegovina,BIH,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,..
Bosnia and Herzegovina,BIH,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,..
Bosnia and Herzegovina,BIH,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,..
Bosnia and Herzegovina,BIH,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,..
Bosnia and Herzegovina,BIH,"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,1.6098
Bosnia and Herzegovina,BIH,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Bosnia and Herzegovina,BIH,"School enrollment, secondary (% net)",SE.SEC.NENR,..
Bosnia and Herzegovina,BIH,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,..
Bosnia and Herzegovina,BIH,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Bosnia and Herzegovina,BIH,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..
Bosnia and Herzegovina,BIH,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..
Bosnia and Herzegovina,BIH,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,..
Bosnia and Herzegovina,BIH,"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,2.0056
Bosnia and Herzegovina,BIH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..
Bosnia and Herzegovina,BIH,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,..
Bosnia and Herzegovina,BIH,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Bosnia and Herzegovina,BIH,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,..
Bosnia and Herzegovina,BIH,"Secondary education, general pupils",SE.SEC.ENRL.GC,171322
Bosnia and Herzegovina,BIH,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,51.71782
Bosnia and Herzegovina,BIH,"Secondary education, pupils",SE.SEC.ENRL,278071
Bosnia and Herzegovina,BIH,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,49.28957
Bosnia and Herzegovina,BIH,"Secondary education, vocational pupils",SE.SEC.ENRL.VO,106749
Bosnia and Herzegovina,BIH,"Secondary education, vocational pupils (% female)",SE.SEC.ENRL.VO.FE.ZS,45.39246
Bosnia and Herzegovina,BIH,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,6
Bosnia and Herzegovina,BIH,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,88.54325
Bosnia and Herzegovina,BIH,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,79.41146
Bosnia and Herzegovina,BIH,Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,..
Botswana,BWA,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..
Botswana,BWA,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,..
Botswana,BWA,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,..
Botswana,BWA,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..
Botswana,BWA,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,..
Botswana,BWA,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,..
Botswana,BWA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,0.094729668
Botswana,BWA,"Air transport, passengers carried",IS.AIR.PSGR,194005.56
Botswana,BWA,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,8438.436
Botswana,BWA,"Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)",IQ.WEF.CUST.XQ,4.17295822816737
Botswana,BWA,Children out of school (% of primary school age),SE.PRM.UNER.ZS,..
Botswana,BWA,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,..
Botswana,BWA,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,..
Botswana,BWA,"Children out of school, primary",SE.PRM.UNER,..
Botswana,BWA,"Children out of school, primary, female",SE.PRM.UNER.FE,..
Botswana,BWA,"Children out of school, primary, male",SE.PRM.UNER.MA,..
Botswana,BWA,Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths),SP.DTH.INFR.ZS,..
Botswana,BWA,Completeness of total death reporting (% of reported total deaths to estimated total deaths),SP.DTH.REPT.ZS,..
Botswana,BWA,Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,..
Botswana,BWA,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,..
Botswana,BWA,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,183
Botswana,BWA,Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,..
Botswana,BWA,GINI index (World Bank estimate),SI.POV.GINI,..
